ip,day,ts,active,apparent,cos_phi,reactive,tension1_2,tension2_3,tension3_1
192.168.0.4,2023-01-04,2023-01-04 15:12:04.055+0000,1.0508e+05,1.0936e+05,-0.9789,-14520,239.09999,239.34,238.75
192.168.0.4,2023-01-04,2023-01-04 15:17:03.540+0000,1.1612e+05,1.188e+05,-0.9808,-15560,239.09999,238.65999,238.64999
192.168.0.4,2023-01-04,2023-01-04 15:22:04.329+0000,1.0424e+05,1.0624e+05,-0.9771,-13800,239.45999,239.25,239.90999
192.168.0.4,2023-01-04,2023-01-04 15:27:04.742+0000,1.1608e+05,1.178e+05,-0.9859,-13000,238.92,238.62999,238.31999
192.168.0.4,2023-01-04,2023-01-04 15:37:05.857+0000,1.0392e+05,1.0828e+05,-0.9777,-15280,239.09999,238.40999,238.75
192.168.0.4,2023-01-04,2023-01-04 15:42:05.963+0000,1.1084e+05,1.1592e+05,-0.98,-16520,238.73999,238.03,238.36
192.168.0.4,2023-01-04,2023-01-04 15:47:05.947+0000,1.2048e+05,1.2096e+05,-0.9816,-15400,238.31999,237.83,238.37999
192.168.0.4,2023-01-04,2023-01-04 15:52:07.005+0000,1.1544e+05,1.1852e+05,-0.9848,-15120,237.64999,237.31999,237.64999
192.168.0.4,2023-01-04,2023-01-04 15:57:07.018+0000,1.3116e+05,1.3356e+05,-0.9829,-18560,237.26999,237.23,237.31999
192.168.0.4,2023-01-04,2023-01-04 16:02:07.647+0000,1.276e+05,1.2764e+05,-0.98,-16520,237.25999,237.28999,237.36
192.168.0.4,2023-01-04,2023-01-04 16:17:25.179+0000,1.33e+05,1.3452e+05,-0.9828,-14920,236.28,235.95,236.00999
192.168.0.4,2023-01-04,2023-01-04 16:22:25.380+0000,1.234e+05,1.2644e+05,-0.9758,-15000,236.28,236.43999,236.00999
192.168.0.4,2023-01-04,2023-01-04 16:27:25.898+0000,1.2404e+05,1.2864e+05,-0.9828,-15000,235.78,235.92,235.95
192.168.0.4,2023-01-04,2023-01-04 16:32:26.710+0000,1.3864e+05,1.4376e+05,-0.9863,-14040,236.39999,235.45,235.95
192.168.0.4,2023-01-04,2023-01-04 16:37:26.960+0000,1.3996e+05,1.4132e+05,-0.9874,-14160,236.64,236.34,236.48
192.168.0.4,2023-01-04,2023-01-04 16:42:27.245+0000,1.3748e+05,1.404e+05,-0.9882,-13160,236.58,236.18999,236.45
192.168.0.4,2023-01-04,2023-01-04 16:52:28.019+0000,1.3376e+05,1.3684e+05,-0.987,-14360,236.89999,236.51999,237.08
192.168.0.4,2023-01-04,2023-01-04 16:57:28.152+0000,1.414e+05,1.466e+05,-0.9843,-15360,236.73,236.51999,236.42999
192.168.0.4,2023-01-04,2023-01-04 17:02:29.105+0000,1.5792e+05,1.6708e+05,-0.9898,-12640,237.17,236.51999,236.67
192.168.0.4,2023-01-04,2023-01-04 17:07:28.674+0000,1.598e+05,1.6304e+05,-0.9933,-10360,236.22,235.72,235.59999
192.168.0.4,2023-01-04,2023-01-04 17:12:29.451+0000,1.6484e+05,1.6528e+05,-0.9932,-12040,236.03999,235.72,235.53999
192.168.0.4,2023-01-04,2023-01-04 17:22:30.102+0000,1.7192e+05,1.7432e+05,-0.9921,-11000,236.06999,235.78,236.12999
192.168.0.4,2023-01-04,2023-01-04 17:27:30.044+0000,1.6512e+05,1.6524e+05,-0.9912,-11480,236.06999,235.92,236.00999
192.168.0.4,2023-01-04,2023-01-04 17:42:30.967+0000,1.5716e+05,1.6152e+05,-0.9889,-13280,236.67,235.95,236.59999
192.168.0.4,2023-01-04,2023-01-04 17:52:31.918+0000,1.684e+05,1.706e+05,-0.994,-13000,236.53999,236.39999,236.00999
192.168.0.4,2023-01-04,2023-01-04 17:57:32.618+0000,1.9892e+05,2.014e+05,-0.9896,-11840,236.53999,236.34,236.37
192.168.0.4,2023-01-04,2023-01-04 18:02:32.808+0000,1.7516e+05,1.7692e+05,-0.9909,-10000,236.53999,236.22,236.61
192.168.0.4,2023-01-04,2023-01-04 18:07:32.852+0000,1.88e+05,1.87e+05,-0.9926,-11840,236.81999,236.75999,236.89999
192.168.0.4,2023-01-04,2023-01-04 18:12:33.291+0000,1.9444e+05,1.9596e+05,-0.9902,-12920,236.12999,235.73999,235.98
192.168.0.4,2023-01-04,2023-01-04 18:17:33.455+0000,1.6948e+05,1.7252e+05,-0.9924,-13440,236.28,235.65999,235.98
192.168.0.4,2023-01-04,2023-01-04 18:22:33.724+0000,1.6072e+05,1.6172e+05,-0.9916,-14960,236.64999,236.25999,236.37
192.168.0.4,2023-01-04,2023-01-04 18:42:35.929+0000,1.7072e+05,1.7184e+05,-0.9924,-12560,236.75999,235.70999,236.00999
192.168.0.4,2023-01-04,2023-01-04 18:52:36.411+0000,1.7436e+05,1.756e+05,-0.9917,-13800,236.64,236.15999,236.54999
192.168.0.4,2023-01-04,2023-01-04 18:57:36.693+0000,1.8392e+05,1.7968e+05,-0.9933,-13960,236.64,236.15999,236.31
192.168.0.4,2023-01-04,2023-01-04 19:12:38.568+0000,1.738e+05,1.7536e+05,-0.9918,-13840,238.06,237.98,237.83
192.168.0.4,2023-01-04,2023-01-04 19:17:38.846+0000,1.7196e+05,1.7368e+05,-0.9922,-14280,238.92,238.68999,238.26999
192.168.0.4,2023-01-04,2023-01-04 19:32:39.581+0000,1.5016e+05,1.5244e+05,-0.9886,-13280,236.31,236.09999,235.76999
192.168.0.4,2023-01-04,2023-01-04 19:42:40.663+0000,1.5208e+05,1.5332e+05,-0.9899,-14840,236.95999,236.18999,236.18999
192.168.0.4,2023-01-04,2023-01-04 19:47:43.981+0000,1.5656e+05,1.5692e+05,-0.9924,-13880,236.95999,236.12999,236.48999
192.168.0.4,2023-01-04,2023-01-04 19:57:45.144+0000,1.6016e+05,1.6548e+05,-0.9917,-13520,237.2,236.58,236.78
192.168.0.4,2023-01-04,2023-01-04 20:02:44.913+0000,1.5776e+05,1.5816e+05,-0.9921,-13760,237.2,236.54999,236.75
192.168.0.4,2023-01-04,2023-01-04 20:12:45.411+0000,1.4672e+05,1.4892e+05,-0.9909,-13720,237.20999,236.54999,236.84
192.168.0.4,2023-01-04,2023-01-04 20:27:46.851+0000,1.4704e+05,1.516e+05,-0.9895,-13080,237.79999,236.45,237.47
192.168.0.4,2023-01-04,2023-01-04 20:32:47.268+0000,1.4716e+05,1.4848e+05,-0.987,-13320,237.47,236.75999,237.31999
192.168.0.4,2023-01-04,2023-01-04 20:37:47.850+0000,1.498e+05,1.506e+05,-0.9888,-14120,237.61,236.75999,237.28999
192.168.0.4,2023-01-04,2023-01-04 20:47:48.612+0000,1.4516e+05,1.4344e+05,-0.9884,-14480,238.37999,237.36,237.90999
192.168.0.4,2023-01-04,2023-01-04 20:52:49.413+0000,1.4072e+05,1.4088e+05,-0.9895,-13680,238.37999,237.79999,237.90999
192.168.0.4,2023-01-04,2023-01-04 20:57:49.439+0000,1.3868e+05,1.404e+05,-0.9882,-16520,237.98,237.48999,237.34999
192.168.0.4,2023-01-04,2023-01-04 21:02:49.817+0000,1.3896e+05,1.4012e+05,-0.9879,-16440,238.03,237.48999,237.64999
192.168.0.4,2023-01-04,2023-01-04 21:07:51.209+0000,1.3612e+05,1.414e+05,-0.9881,-16040,238.03,237.70999,237.79999
192.168.0.4,2023-01-04,2023-01-04 21:12:50.718+0000,1.4948e+05,1.5004e+05,-0.9861,-14760,237.76999,237.70999,237.83
192.168.0.4,2023-01-04,2023-01-04 21:17:51.731+0000,1.3068e+05,1.3324e+05,-0.9844,-16640,238.62999,238.31999,238.45
192.168.0.4,2023-01-04,2023-01-04 21:27:51.790+0000,1.3688e+05,1.4284e+05,-0.9803,-17760,238.31,238.14999,238.42
192.168.0.4,2023-01-04,2023-01-04 21:37:52.576+0000,1.326e+05,1.3884e+05,-0.9825,-16200,238.06,237.97,237.86
192.168.0.4,2023-01-04,2023-01-04 21:52:53.704+0000,1.2508e+05,1.2884e+05,-0.9874,-14560,238.12,237.64999,237.90999
192.168.0.4,2023-01-04,2023-01-04 22:07:55.192+0000,1.1232e+05,1.158e+05,-0.9798,-17760,238.42,238.00999,237.76999
192.168.0.4,2023-01-04,2023-01-04 22:12:55.625+0000,1.1504e+05,1.204e+05,-0.9824,-16600,238.33,238.00999,238.25999
192.168.0.4,2023-01-04,2023-01-04 22:17:56.249+0000,99120,1.0452e+05,-0.9725,-17000,239.12999,238.72,238.67999
192.168.0.4,2023-01-04,2023-01-04 22:27:56.684+0000,1.12e+05,1.1536e+05,-0.9765,-17120,239.12999,238.72,238.92
192.168.0.4,2023-01-04,2023-01-04 22:32:57.361+0000,91560,94240,-0.9685,-17760,239.45999,238.95,239.22
192.168.0.4,2023-01-04,2023-01-04 22:42:58.408+0000,1.0388e+05,1.018e+05,-0.9777,-17080,239.45999,239.15999,239.45999
192.168.0.4,2023-01-04,2023-01-04 22:47:58.806+0000,1.0188e+05,1.0372e+05,-0.9727,-17080,239.95999,239.64,239.67
192.168.0.4,2023-01-04,2023-01-04 22:52:58.782+0000,1.0708e+05,1.1096e+05,-0.9724,-17560,239.95999,239.64,239.98999
192.168.0.4,2023-01-04,2023-01-04 22:57:59.043+0000,1.0444e+05,1.0868e+05,-0.9727,-17640,239.95999,239.50999,239.81
192.168.0.4,2023-01-05,2023-01-04 23:02:59.812+0000,98320,1.006e+05,-0.9727,-15200,239.95999,239.7,239.73
192.168.0.4,2023-01-05,2023-01-04 23:07:59.902+0000,99200,1.016e+05,-0.9748,-15560,239.95999,239.7,240.14
192.168.0.4,2023-01-05,2023-01-04 23:18:01.181+0000,88200,93920,-0.9664,-16360,240.34999,240.12,240.61
192.168.0.4,2023-01-05,2023-01-04 23:23:00.829+0000,86640,90480,-0.9666,-16360,240.53999,240.33,240.61
192.168.0.4,2023-01-05,2023-01-04 23:28:01.254+0000,81280,84720,-0.9641,-17960,240.54999,240.64999,240.61
192.168.0.4,2023-01-05,2023-01-04 23:33:01.696+0000,84440,85000,-0.9668,-16800,240.75999,240.31999,240.61
192.168.0.4,2023-01-05,2023-01-04 23:38:02.064+0000,85400,88520,-0.9674,-15240,240.67999,240.43999,240.83
192.168.0.4,2023-01-05,2023-01-04 23:43:02.302+0000,97800,1.0144e+05,-0.968,-16560,240.67999,240.23,240.5
192.168.0.4,2023-01-05,2023-01-04 23:53:03.413+0000,87160,89960,-0.9676,-16040,240.84999,240.37999,240.67
192.168.0.4,2023-01-05,2023-01-04 23:58:03.517+0000,90120,92520,-0.9724,-14960,240.73999,240.37999,240.67
192.168.0.4,2023-01-05,2023-01-05 00:03:03.731+0000,82440,86080,-0.959,-16280,240.70999,240.54999,240.87999
192.168.0.4,2023-01-05,2023-01-05 00:08:04.440+0000,79480,83160,-0.9623,-17160,240.70999,240.54999,240.95
192.168.0.4,2023-01-05,2023-01-05 00:18:04.866+0000,73640,74960,-0.9496,-17320,241.76999,241.72,241.75
192.168.0.4,2023-01-05,2023-01-05 00:28:05.888+0000,81400,84440,-0.9615,-16720,241.42,241.5,241.59999
192.168.0.4,2023-01-05,2023-01-05 00:33:06.221+0000,80800,83040,-0.9606,-16120,241.03,240.84999,241.11
192.168.0.4,2023-01-05,2023-01-05 00:43:07.156+0000,73440,75520,-0.9601,-14840,241.03,241,241.17999
192.168.0.4,2023-01-05,2023-01-05 00:53:08.486+0000,72960,75840,-0.9578,-17440,241.59,241.33,241.50999
192.168.0.4,2023-01-05,2023-01-05 00:58:08.639+0000,80160,82880,-0.9592,-17960,241.36,241.14999,241.50999
192.168.0.4,2023-01-05,2023-01-05 01:13:09.707+0000,63960,67480,-0.9539,-16160,241.95,241.86,241.92
192.168.0.4,2023-01-05,2023-01-05 01:43:12.546+0000,64960,64520,-0.9468,-16640,241.23,241.29999,241.5
192.168.0.4,2023-01-05,2023-01-05 01:48:13.139+0000,67440,69120,-0.9509,-15880,241.72,241.29999,241.5
192.168.0.4,2023-01-05,2023-01-05 01:53:13.684+0000,61720,65240,-0.9466,-15880,241.56999,241.42,241.5
192.168.0.4,2023-01-05,2023-01-05 01:58:13.954+0000,59240,62720,-0.9409,-16440,241.56999,241.42,241.36
192.168.0.4,2023-01-05,2023-01-05 02:03:17.131+0000,56920,60600,-0.94,-15600,241.56999,241.42,241.36
192.168.0.4,2023-01-05,2023-01-05 02:28:16.670+0000,64160,69000,-0.9516,-16240,241.42,241.09,241.29999
192.168.0.4,2023-01-05,2023-01-05 02:38:18.045+0000,56520,62440,-0.9394,-15240,241.59999,241.48,241.62999
192.168.0.4,2023-01-05,2023-01-05 02:48:17.938+0000,61120,64200,-0.9491,-15480,241.26999,241.11,241.17
192.168.0.4,2023-01-05,2023-01-05 03:03:19.417+0000,56040,60760,-0.9326,-16480,241.64999,241.45,241.26999
192.168.0.4,2023-01-05,2023-01-05 03:08:21.819+0000,62840,63480,-0.946,-15080,241.48,241.45,241.53999
192.168.0.4,2023-01-05,2023-01-05 03:13:22.116+0000,65640,69280,-0.9513,-15960,241.48,241.42,241.70999
192.168.0.4,2023-01-05,2023-01-05 03:23:22.850+0000,61840,66880,-0.9515,-15240,241.23999,240.93999,240.93999
192.168.0.4,2023-01-05,2023-01-05 03:38:24.462+0000,65160,68480,-0.9517,-16160,240.93999,240.83,240.84999
192.168.0.4,2023-01-05,2023-01-05 03:48:24.752+0000,58720,62440,-0.9382,-17080,240.93999,240.83,240.78999
192.168.0.4,2023-01-05,2023-01-05 03:53:25.193+0000,63800,65480,-0.947,-17080,240.70999,240.43999,240.62
192.168.0.4,2023-01-05,2023-01-05 03:58:25.718+0000,65040,69200,-0.9487,-17320,240.70999,240.7,240.62
192.168.0.4,2023-01-05,2023-01-05 04:03:26.623+0000,65720,70040,-0.9557,-15920,240.11,239.84,239.87999
192.168.0.4,2023-01-05,2023-01-05 04:08:26.632+0000,68160,70440,-0.9632,-15280,240.11,239.84,240.2
192.168.0.4,2023-01-05,2023-01-05 04:13:26.882+0000,68640,71760,-0.9554,-14760,240.11,239.95999,240.04999
192.168.0.4,2023-01-05,2023-01-05 04:18:27.223+0000,58080,63200,-0.9387,-18040,240.11,239.95999,240.04999
192.168.0.4,2023-01-05,2023-01-05 04:23:28.044+0000,62680,65640,-0.9455,-16080,239.73,239.45999,239.75
192.168.0.4,2023-01-05,2023-01-05 04:28:28.385+0000,64440,70840,-0.9437,-17840,239.73,239.64,239.75
192.168.0.4,2023-01-05,2023-01-05 04:33:28.334+0000,57200,61520,-0.9306,-18240,240.23,239.90999,239.92999
192.168.0.4,2023-01-05,2023-01-05 04:43:29.237+0000,57960,61120,-0.9421,-15880,239.98999,239.72,239.90999
192.168.0.4,2023-01-05,2023-01-05 05:03:31.358+0000,70600,75000,-0.9631,-13000,238.42,238.14999,238.36
192.168.0.4,2023-01-05,2023-01-05 05:08:31.479+0000,71600,74000,-0.9659,-13880,238.45,238.14999,238.75
192.168.0.4,2023-01-05,2023-01-05 05:28:33.773+0000,71080,73680,-0.9606,-14800,237.84999,237.31999,237.25999
192.168.0.4,2023-01-05,2023-01-05 05:33:33.801+0000,72640,75760,-0.9604,-15440,237.76999,237.75999,237.67999
192.168.0.4,2023-01-05,2023-01-05 05:43:34.527+0000,75320,77440,-0.9587,-16440,237.70999,237.36,237.64
192.168.0.4,2023-01-05,2023-01-05 05:58:35.822+0000,82800,86560,-0.9637,-17200,237.42999,236.75999,237.58
192.168.0.4,2023-01-05,2023-01-05 06:03:36.284+0000,84520,87480,-0.9625,-15800,236.03999,235.65999,235.73999
192.168.0.4,2023-01-05,2023-01-05 06:08:37.341+0000,79160,82000,-0.9605,-15080,235.84,235.65999,235.73999
192.168.0.4,2023-01-05,2023-01-05 06:13:37.554+0000,81160,83520,-0.9713,-15560,235.50999,235.23999,235.26999
192.168.0.4,2023-01-05,2023-01-05 06:18:38.019+0000,83440,83040,-0.9752,-14520,235.50999,235.5,235.39
192.168.0.4,2023-01-05,2023-01-05 06:28:38.254+0000,97280,1.0128e+05,-0.9809,-13600,236.73,236.28,236.45999
192.168.0.4,2023-01-05,2023-01-05 06:33:38.723+0000,93840,97520,-0.9809,-12840,236.15999,236.28,236.25
192.168.0.4,2023-01-05,2023-01-05 06:38:39.273+0000,94200,94960,-0.9801,-13000,236.64,235.95,236.25
192.168.0.4,2023-01-05,2023-01-05 06:43:39.969+0000,97680,1.0236e+05,-0.9805,-13080,236.04999,235.83,235.68999
192.168.0.4,2023-01-05,2023-01-05 06:53:40.663+0000,1.022e+05,1.0288e+05,-0.9807,-13760,235.78,234.84999,235.42
192.168.0.4,2023-01-05,2023-01-05 07:03:41.750+0000,1.054e+05,1.072e+05,-0.9839,-14560,235.76999,235.45,235.34999
192.168.0.4,2023-01-05,2023-01-05 07:33:44.825+0000,1.1056e+05,1.1048e+05,-0.9858,-12960,237.11,236.87,236.78999
192.168.0.4,2023-01-05,2023-01-05 07:38:45.107+0000,1.1488e+05,1.1692e+05,-0.9831,-13960,237.67999,237.14,237.01999
192.168.0.4,2023-01-05,2023-01-05 07:48:46.044+0000,1.1852e+05,1.2072e+05,-0.9891,-8160,237.79999,237.5,237.61
192.168.0.4,2023-01-05,2023-01-05 07:58:46.447+0000,1.2088e+05,1.2024e+05,-0.9865,-11360,238.03999,237.76999,237.87999
192.168.0.4,2023-01-05,2023-01-05 08:08:47.649+0000,1.2672e+05,1.2868e+05,-0.9866,-11760,237.53,237.31999,237.22
192.168.0.4,2023-01-05,2023-01-05 08:13:48.707+0000,1.1284e+05,1.1468e+05,-0.9859,-12640,237.53,237.64999,237.17
192.168.0.4,2023-01-05,2023-01-05 08:18:48.383+0000,1.0312e+05,1.0104e+05,-0.9829,-13040,237.79999,237.64999,237.64999
192.168.0.4,2023-01-05,2023-01-05 08:23:49.088+0000,1.0624e+05,1.088e+05,-0.9782,-12840,237.98,237.28999,237.56
192.168.0.4,2023-01-05,2023-01-05 08:33:49.679+0000,1.2836e+05,1.2752e+05,-0.9862,-13400,238.17,238.00999,237.86
192.168.0.4,2023-01-05,2023-01-05 08:38:49.724+0000,1.1856e+05,1.1932e+05,-0.9833,-15680,238.18999,238.29999,237.47
192.168.0.4,2023-01-05,2023-01-05 08:43:50.541+0000,99120,1.024e+05,-0.9758,-16280,238.87,238.37999,238.12
192.168.0.4,2023-01-05,2023-01-05 08:48:50.638+0000,90720,97240,-0.9729,-15640,238.64999,238.59,238.20999
192.168.0.4,2023-01-05,2023-01-05 08:58:51.948+0000,83240,84760,-0.9661,-15680,238.89,238.72,238.50999
192.168.0.4,2023-01-05,2023-01-05 09:03:51.839+0000,88160,90400,-0.9775,-13560,238.98,238.72,238.37999
192.168.0.4,2023-01-05,2023-01-05 09:23:53.418+0000,88000,91520,-0.973,-15160,239.12999,238.50999,238.59
192.168.0.4,2023-01-05,2023-01-05 09:28:53.563+0000,93920,1.0332e+05,-0.9701,-16520,238.92,238.50999,238.59
192.168.0.4,2023-01-05,2023-01-05 09:33:53.693+0000,94640,98440,-0.9656,-15920,238.86,238.42,238.98
192.168.0.4,2023-01-05,2023-01-05 09:38:54.755+0000,88800,91720,-0.9662,-16240,238.98,238.73999,238.56999
192.168.0.4,2023-01-05,2023-01-05 09:43:55.103+0000,88480,91120,-0.9744,-13440,239.08,238.73999,238.56999
192.168.0.4,2023-01-05,2023-01-05 09:48:55.241+0000,82400,86640,-0.9645,-15280,239.00999,238.86,238.84
192.168.0.4,2023-01-05,2023-01-05 09:53:55.350+0000,86960,88800,-0.9656,-14440,239.00999,238.86,238.84
192.168.0.4,2023-01-05,2023-01-05 09:58:55.786+0000,91000,91920,-0.9708,-15880,239.18999,239.18999,238.84
192.168.0.4,2023-01-05,2023-01-05 10:03:56.411+0000,87360,91960,-0.9633,-14680,239.48999,239.56999,239.36
192.168.0.4,2023-01-05,2023-01-05 10:08:57.237+0000,86600,90480,-0.9631,-15160,239.36,239.31,239.42999
192.168.0.4,2023-01-05,2023-01-05 10:13:56.926+0000,92360,95400,-0.9735,-14080,239.36,239.45999,239.34
192.168.0.4,2023-01-05,2023-01-05 10:18:57.207+0000,98440,1.0188e+05,-0.9766,-13600,239.72,239.48999,239.31
192.168.0.4,2023-01-05,2023-01-05 10:23:57.172+0000,91680,94160,-0.9718,-14680,239.59999,239.25,239.22
192.168.0.4,2023-01-05,2023-01-05 10:28:57.646+0000,83920,90560,-0.9643,-14840,239.59999,239.45999,239.42
192.168.0.4,2023-01-05,2023-01-05 10:33:57.802+0000,84560,87440,-0.9673,-14520,239.59999,239.45999,239.42
192.168.0.4,2023-01-05,2023-01-05 10:38:58.876+0000,72840,74520,-0.9568,-14040,240.08,239.75,239.87999
192.168.0.4,2023-01-05,2023-01-05 10:48:59.587+0000,85400,87880,-0.9647,-14240,239.45,239.39999,239.51999
192.168.0.4,2023-01-05,2023-01-05 10:53:59.624+0000,72840,76200,-0.9646,-13120,239.75,239.39999,239.51999
192.168.0.4,2023-01-05,2023-01-05 11:04:04.374+0000,76280,73720,-0.9657,-12320,239.95999,239.53999,239.64
192.168.0.4,2023-01-05,2023-01-05 11:09:04.835+0000,88040,93200,-0.9716,-14320,239.48999,239.34999,239.09999
192.168.0.4,2023-01-05,2023-01-05 11:19:05.865+0000,95800,98120,-0.9749,-15080,240.14,239.58,239.67
192.168.0.4,2023-01-05,2023-01-05 11:29:07.052+0000,96040,97280,-0.9756,-15760,239.7,239.36,239.37
192.168.0.4,2023-01-05,2023-01-05 11:34:07.289+0000,92600,93920,-0.9722,-16360,239.42,239.23,239.18999
192.168.0.4,2023-01-05,2023-01-05 11:39:07.359+0000,81520,83680,-0.9623,-18120,239.67,239.62999,239.18999
192.168.0.4,2023-01-05,2023-01-05 11:44:07.731+0000,87080,87800,-0.9679,-16440,239.53999,239.23,239.08
192.168.0.4,2023-01-05,2023-01-05 11:49:08.569+0000,81680,83720,-0.9659,-16960,238.87,238.56999,239.09999
192.168.0.4,2023-01-05,2023-01-05 11:54:08.802+0000,97480,1.0168e+05,-0.9693,-16280,239.25,238.89999,239.23
192.168.0.4,2023-01-05,2023-01-05 12:04:09.828+0000,1.0376e+05,1.0764e+05,-0.981,-13720,238.92,239.00999,238.92
192.168.0.4,2023-01-05,2023-01-05 12:14:10.767+0000,91560,90160,-0.9721,-15480,238.92,238.45,238.59
192.168.0.4,2023-01-05,2023-01-05 12:24:11.685+0000,88360,90520,-0.9645,-16600,238.87,238.62999,238.62999
192.168.0.4,2023-01-05,2023-01-05 12:34:12.335+0000,93640,92920,-0.9646,-13240,238.18999,237.98,238.37999
192.168.0.4,2023-01-05,2023-01-05 12:39:13.096+0000,1.012e+05,1.1188e+05,-0.9736,-14280,238.18999,237.98,238.29999
192.168.0.4,2023-01-05,2023-01-05 12:44:13.309+0000,1.0212e+05,1.0388e+05,-0.9787,-12480,238.20999,237.97,237.97
192.168.0.4,2023-01-05,2023-01-05 12:49:13.674+0000,1.0576e+05,1.0768e+05,-0.9813,-12400,238.64999,237.97,238.23999
192.168.0.4,2023-01-05,2023-01-05 12:54:13.917+0000,1.0148e+05,1.0408e+05,-0.9812,-13160,238.64999,238.56999,238.68999
192.168.0.4,2023-01-05,2023-01-05 13:04:14.730+0000,1.0376e+05,1.0728e+05,-0.9828,-11600,239.01999,238.56999,238.68999
192.168.0.4,2023-01-05,2023-01-05 13:09:15.279+0000,1.046e+05,1.0728e+05,-0.9813,-12360,238.37999,237.2,238.47
192.168.0.4,2023-01-05,2023-01-05 13:14:15.541+0000,1.028e+05,1.0512e+05,-0.9779,-13880,237.17,236.75999,236.64
192.168.0.4,2023-01-05,2023-01-05 13:19:16.318+0000,1.0308e+05,1.0412e+05,-0.9712,-14320,237.17,237.23,237.28999
192.168.0.4,2023-01-05,2023-01-05 13:24:16.106+0000,86640,89600,-0.9677,-14640,237.47,237.23,237.47
192.168.0.4,2023-01-05,2023-01-05 13:29:16.268+0000,96160,97920,-0.9728,-15120,237.47,237.23,237.53
192.168.0.4,2023-01-05,2023-01-05 13:34:16.877+0000,94680,98240,-0.9769,-15640,237.28999,236.78,236.95999
192.168.0.4,2023-01-05,2023-01-05 13:44:16.731+0000,99360,1.0164e+05,-0.9786,-14520,237.11,236.78999,236.89999
192.168.0.4,2023-01-05,2023-01-05 13:49:17.489+0000,98680,99840,-0.9798,-12840,237.37999,236.31,236.45
192.168.0.4,2023-01-05,2023-01-05 14:09:18.974+0000,1.0484e+05,1.1264e+05,-0.9831,-15240,236.61,236.28,236.48999
192.168.0.4,2023-01-05,2023-01-05 14:19:19.521+0000,1.0388e+05,1.1032e+05,-0.9818,-15160,236.81999,235.79999,236.22
192.168.0.4,2023-01-05,2023-01-05 14:24:19.898+0000,99920,1.028e+05,-0.9768,-15440,236.12,236.04999,236.48999
192.168.0.4,2023-01-05,2023-01-05 14:29:20.003+0000,1.1272e+05,1.146e+05,-0.9802,-14040,236.12,235.62,236.06999
192.168.0.4,2023-01-05,2023-01-05 14:34:20.772+0000,1.0388e+05,1.05e+05,-0.9807,-13840,235.95,235.39,235.79999
192.168.0.4,2023-01-05,2023-01-05 14:39:20.673+0000,1.0452e+05,1.0716e+05,-0.9773,-13520,235.33,235.39,235.79999
192.168.0.4,2023-01-05,2023-01-05 14:44:21.442+0000,1.0016e+05,1.0608e+05,-0.9792,-14320,235.42,235.09999,235.33
192.168.0.4,2023-01-05,2023-01-05 14:49:21.872+0000,95760,1.0276e+05,-0.9742,-14000,235.48,235.26999,235.70999
192.168.0.4,2023-01-05,2023-01-05 14:54:22.420+0000,1.0356e+05,1.0784e+05,-0.9746,-14000,235.28999,235.59,235.26999
192.168.0.4,2023-01-05,2023-01-05 14:59:21.910+0000,1.0504e+05,1.0704e+05,-0.9777,-13960,235.48,235.39,235.5
192.168.0.4,2023-01-05,2023-01-05 15:04:22.496+0000,1.0404e+05,1.0656e+05,-0.9777,-14360,236.22,235.42,236.42999
192.168.0.4,2023-01-05,2023-01-05 15:09:22.981+0000,1.0676e+05,1.0844e+05,-0.9781,-15960,236.54999,235.89999,236.42999
192.168.0.4,2023-01-05,2023-01-05 15:14:23.686+0000,1.0652e+05,1.0736e+05,-0.9822,-14440,236.48999,235.89999,236.48999
192.168.0.4,2023-01-05,2023-01-05 15:19:23.543+0000,1.1432e+05,1.154e+05,-0.9843,-14760,236.04999,235.89999,236.15999
192.168.0.4,2023-01-05,2023-01-05 15:39:25.180+0000,1.022e+05,1.0708e+05,-0.9742,-14360,235.86,235.67999,236.00999
192.168.0.4,2023-01-05,2023-01-05 15:54:27.195+0000,1.0512e+05,1.08e+05,-0.9785,-14840,235.03,234.37,234.84999
192.168.0.4,2023-01-05,2023-01-05 15:59:26.744+0000,1.0544e+05,1.0808e+05,-0.9782,-15880,236.09999,235.83,235.98
192.168.0.4,2023-01-05,2023-01-05 16:09:27.974+0000,1.1112e+05,1.14e+05,-0.9798,-15640,236.12999,235.56,235.23999
192.168.0.4,2023-01-05,2023-01-05 16:14:28.160+0000,1.1616e+05,1.2064e+05,-0.9829,-14400,236.22,235.98,235.95
192.168.0.4,2023-01-05,2023-01-05 16:19:28.925+0000,1.1292e+05,1.1712e+05,-0.9833,-15280,236.22,236.09999,235.95
192.168.0.4,2023-01-05,2023-01-05 16:24:28.662+0000,1.196e+05,1.2104e+05,-0.9835,-15120,236.42999,235.86,236.31
192.168.0.4,2023-01-05,2023-01-05 16:29:28.995+0000,1.1788e+05,1.2188e+05,-0.9877,-14480,236.51999,235.70999,235.89
192.168.0.4,2023-01-05,2023-01-05 16:34:29.308+0000,1.122e+05,1.1416e+05,-0.9831,-14120,236.45,236.04999,236.31999
192.168.0.4,2023-01-05,2023-01-05 16:39:30.094+0000,1.352e+05,1.3644e+05,-0.9889,-14000,237.08,236.59,236.78
192.168.0.4,2023-01-05,2023-01-05 16:44:29.799+0000,1.2912e+05,1.3024e+05,-0.9868,-14680,236.73,236.39999,236.75999
