ip,day,ts,active,apparent,cos_phi,reactive,tension1_2,tension2_3,tension3_1
192.168.0.4,2023-01-05,2023-01-05 16:49:30.880+0000,1.4324e+05,1.4316e+05,-0.9899,-15600,236.73,235.83,235.98
192.168.0.4,2023-01-05,2023-01-05 16:54:34.597+0000,1.4804e+05,1.5128e+05,-0.9898,-15600,236.28,235.83,235.92999
192.168.0.4,2023-01-05,2023-01-05 16:59:34.243+0000,1.3456e+05,1.3776e+05,-0.9836,-16360,236.53999,236.45999,236.45999
192.168.0.4,2023-01-05,2023-01-05 17:04:34.376+0000,1.4424e+05,1.47e+05,-0.99,-14040,236.81,236.42999,236.45999
192.168.0.4,2023-01-05,2023-01-05 17:09:34.889+0000,1.5056e+05,1.526e+05,-0.9877,-13080,236.81,237.08,237.37999
192.168.0.4,2023-01-05,2023-01-05 17:14:35.531+0000,1.4956e+05,1.4624e+05,-0.989,-14520,237.42999,237.36,237.37999
192.168.0.4,2023-01-05,2023-01-05 17:19:35.760+0000,1.4856e+05,1.5232e+05,-0.9908,-14120,237.59,237.37999,237.37999
192.168.0.4,2023-01-05,2023-01-05 17:24:35.964+0000,1.554e+05,1.57e+05,-0.9908,-12560,236.18999,235.79999,235.83
192.168.0.4,2023-01-05,2023-01-05 17:29:36.454+0000,1.5688e+05,1.556e+05,-0.9908,-12560,236.42999,236.26999,236.65999
192.168.0.4,2023-01-05,2023-01-05 17:34:36.420+0000,1.5896e+05,1.6332e+05,-0.9929,-12280,236.75999,236.39999,236.48
192.168.0.4,2023-01-05,2023-01-05 17:44:37.442+0000,1.6412e+05,1.6588e+05,-0.9912,-13280,237.2,237.01999,237.01999
192.168.0.4,2023-01-05,2023-01-05 17:54:37.917+0000,1.5568e+05,1.5808e+05,-0.9925,-14360,237.73999,237.17,237.28999
192.168.0.4,2023-01-05,2023-01-05 17:59:43.857+0000,1.784e+05,1.7872e+05,-0.9937,-14520,237.47,236.89999,237.09
192.168.0.4,2023-01-05,2023-01-05 18:04:44.694+0000,1.608e+05,1.6196e+05,-0.9917,-14520,237.92,237.17,237.09
192.168.0.4,2023-01-05,2023-01-05 18:14:45.900+0000,1.7052e+05,1.7276e+05,-0.9862,-13080,237.17,237.25999,237.23
192.168.0.4,2023-01-05,2023-01-05 18:19:46.102+0000,1.7268e+05,1.7516e+05,-0.9922,-13760,237.17,236.87999,236.7
192.168.0.4,2023-01-05,2023-01-05 18:24:45.659+0000,1.8492e+05,1.8544e+05,-0.9915,-12480,237.17,236.84,236.61
192.168.0.4,2023-01-05,2023-01-05 18:29:46.244+0000,1.7288e+05,1.688e+05,-0.9915,-12000,237.17,236.78999,236.61
192.168.0.4,2023-01-05,2023-01-05 18:34:47.329+0000,1.6728e+05,1.7084e+05,-0.9921,-11880,237.34999,236.95999,236.89999
192.168.0.4,2023-01-05,2023-01-05 18:39:47.162+0000,1.9088e+05,1.914e+05,-0.9937,-13600,237.37999,237.08,237.09
192.168.0.4,2023-01-05,2023-01-05 18:44:47.719+0000,1.94e+05,1.9572e+05,-0.9937,-12720,237.48999,237.2,237.09
192.168.0.4,2023-01-05,2023-01-05 18:54:48.650+0000,1.6816e+05,1.7084e+05,-0.9937,-13640,237.61,237.25999,237.53
192.168.0.4,2023-01-05,2023-01-05 19:19:50.600+0000,1.5728e+05,1.5848e+05,-0.9919,-13160,240.17,239.67,239.73
192.168.0.4,2023-01-05,2023-01-05 19:24:50.789+0000,1.6992e+05,1.7128e+05,-0.9928,-13720,240.64999,239.95999,240.34999
192.168.0.4,2023-01-05,2023-01-05 19:29:51.390+0000,1.5652e+05,1.58e+05,-0.9896,-13960,239.64,238.53999,238.53
192.168.0.4,2023-01-05,2023-01-05 19:34:51.868+0000,1.5848e+05,1.6124e+05,-0.9896,-15360,236.31999,236.42999,236.31
192.168.0.4,2023-01-05,2023-01-05 19:39:52.228+0000,1.6636e+05,1.6696e+05,-0.9904,-14200,236.25999,236.06999,236.09999
192.168.0.4,2023-01-05,2023-01-05 19:44:52.922+0000,1.5424e+05,1.5624e+05,-0.9913,-14720,236.43999,236.28,236.45999
192.168.0.4,2023-01-05,2023-01-05 19:49:52.963+0000,1.5344e+05,1.6028e+05,-0.9915,-14520,236.89999,236.65999,236.45999
192.168.0.4,2023-01-05,2023-01-05 19:54:53.500+0000,1.4396e+05,1.444e+05,-0.9917,-14320,237.28999,236.48999,236.75999
192.168.0.4,2023-01-05,2023-01-05 19:59:54.269+0000,1.3276e+05,1.3252e+05,-0.9857,-16480,237.14,236.48999,236.75999
192.168.0.4,2023-01-05,2023-01-05 20:04:54.222+0000,1.306e+05,1.324e+05,-0.9851,-16000,237.14,236.48999,236.75999
192.168.0.4,2023-01-05,2023-01-05 20:09:54.820+0000,1.2352e+05,1.2516e+05,-0.9829,-17480,237.37999,236.81,237.14
192.168.0.4,2023-01-05,2023-01-05 20:14:55.133+0000,1.3012e+05,1.306e+05,-0.9801,-17480,237.37999,237.06,237.43999
192.168.0.4,2023-01-05,2023-01-05 20:19:55.562+0000,1.3e+05,1.298e+05,-0.9858,-17480,238.36,237.79999,237.98
192.168.0.4,2023-01-05,2023-01-05 20:24:56.480+0000,1.2744e+05,1.2832e+05,-0.986,-17800,238.20999,237.58,237.98
192.168.0.4,2023-01-05,2023-01-05 20:29:56.157+0000,1.1732e+05,1.22e+05,-0.9823,-17320,238.20999,237.81999,238.31999
192.168.0.4,2023-01-05,2023-01-05 20:34:56.425+0000,1.1068e+05,1.1184e+05,-0.9806,-16400,237.09,236.11,236.93999
192.168.0.4,2023-01-05,2023-01-05 20:39:56.474+0000,1.2332e+05,1.2664e+05,-0.9844,-17520,237.40999,236.31,236.73
192.168.0.4,2023-01-05,2023-01-05 20:44:56.563+0000,1.2236e+05,1.2496e+05,-0.9832,-16880,237.09,236.48999,236.95
192.168.0.4,2023-01-05,2023-01-05 20:54:57.546+0000,1.2852e+05,1.3032e+05,-0.9847,-16640,237.28999,236.93999,237.11
192.168.0.4,2023-01-05,2023-01-05 20:59:57.844+0000,1.2812e+05,1.2888e+05,-0.9838,-18320,237.67999,237.17,237.54999
192.168.0.4,2023-01-05,2023-01-05 21:09:58.778+0000,1.1648e+05,1.178e+05,-0.9818,-16840,237.20999,236.78,236.64
192.168.0.4,2023-01-05,2023-01-05 21:14:59.035+0000,1.2192e+05,1.232e+05,-0.9818,-16080,237.20999,236.89999,237.36
192.168.0.4,2023-01-05,2023-01-05 21:20:00.134+0000,1.3836e+05,1.3952e+05,-0.9849,-16480,237.47,236.89999,237.36
192.168.0.4,2023-01-05,2023-01-05 21:45:01.809+0000,1.3184e+05,1.324e+05,-0.9846,-16080,237.89,237.59,238.12
192.168.0.4,2023-01-05,2023-01-05 21:50:02.647+0000,1.2516e+05,1.2772e+05,-0.9858,-17160,237.89,237.73999,237.95
192.168.0.4,2023-01-05,2023-01-05 21:55:02.472+0000,1.28e+05,1.2988e+05,-0.9856,-16640,238.42,237.73999,238.20999
192.168.0.4,2023-01-05,2023-01-05 22:05:03.351+0000,1.192e+05,1.202e+05,-0.9846,-14040,237.86,237.22,237.76999
192.168.0.4,2023-01-05,2023-01-05 22:10:03.872+0000,1.1184e+05,1.1196e+05,-0.9856,-15080,237.59,237.22,237.67999
192.168.0.4,2023-01-05,2023-01-05 22:15:04.325+0000,1.1508e+05,1.1696e+05,-0.9826,-15080,238.23999,237.64999,238.00999
192.168.0.4,2023-01-05,2023-01-05 22:20:04.586+0000,1.0852e+05,1.1156e+05,-0.9819,-15080,238.23999,237.86,238.17
192.168.0.4,2023-01-05,2023-01-05 22:30:06.401+0000,1.0092e+05,1.0216e+05,-0.9796,-14880,239.09999,238.75,238.87
192.168.0.4,2023-01-05,2023-01-05 22:40:06.391+0000,98360,1.0044e+05,-0.9805,-15240,238.92,238.42,238.87
192.168.0.4,2023-01-05,2023-01-05 22:55:14.334+0000,93760,97640,-0.9692,-19600,239.18999,238.53,239.12999
192.168.0.4,2023-01-06,2023-01-05 23:05:14.588+0000,83080,86080,-0.9557,-17840,238.75,237.81999,238.59
192.168.0.4,2023-01-06,2023-01-05 23:15:15.223+0000,89040,90920,-0.9597,-18080,239.37,238.95999,239.42999
192.168.0.4,2023-01-06,2023-01-05 23:20:15.976+0000,94240,97360,-0.968,-17200,240.14,239.39999,240.08
192.168.0.4,2023-01-06,2023-01-05 23:30:16.635+0000,87360,88480,-0.9656,-17320,240.73,239.87999,240.40999
192.168.0.4,2023-01-06,2023-01-05 23:35:16.549+0000,80240,82400,-0.959,-17160,240.43999,240.04999,240.64999
192.168.0.4,2023-01-06,2023-01-05 23:45:17.318+0000,77120,81680,-0.9548,-16840,240.53999,240.31999,240.64999
192.168.0.4,2023-01-06,2023-01-06 00:00:24.178+0000,80760,86120,-0.9599,-16240,241.12,240.59,240.98
192.168.0.4,2023-01-06,2023-01-06 00:05:24.263+0000,86480,90400,-0.9609,-17520,240.78999,240.59,240.98
192.168.0.4,2023-01-06,2023-01-06 00:10:24.164+0000,76600,79640,-0.9604,-17080,241.09,240.70999,241.17999
192.168.0.4,2023-01-06,2023-01-06 00:15:25.433+0000,74040,79080,-0.9629,-15360,240.56,239.81,240.47
192.168.0.4,2023-01-06,2023-01-06 00:20:24.999+0000,72200,75440,-0.958,-15200,240.83,240.43999,240.89
192.168.0.4,2023-01-06,2023-01-06 00:25:25.491+0000,74920,77680,-0.9614,-15160,240.83,240.73,241.20999
192.168.0.4,2023-01-06,2023-01-06 00:40:26.936+0000,78400,81880,-0.9559,-16600,241.14999,240.97,241.26999
192.168.0.4,2023-01-06,2023-01-06 00:45:27.628+0000,71040,75280,-0.948,-17360,241.14999,240.87999,241.26999
192.168.0.4,2023-01-06,2023-01-06 00:50:27.318+0000,71120,74480,-0.9541,-16720,241.29999,241.06,241.45
192.168.0.4,2023-01-06,2023-01-06 01:05:43.618+0000,69960,74960,-0.9335,-17640,240.87999,240.75999,241.12
192.168.0.4,2023-01-06,2023-01-06 01:10:44.259+0000,71440,73840,-0.9421,-17000,241.06,240.75999,241.29999
192.168.0.4,2023-01-06,2023-01-06 01:25:45.355+0000,76440,76800,-0.9592,-15640,241.15999,240.87999,241.29999
192.168.0.4,2023-01-06,2023-01-06 01:30:45.628+0000,66160,69280,-0.9571,-14880,241.15999,240.81999,241.29999
192.168.0.4,2023-01-06,2023-01-06 01:35:45.872+0000,74080,73800,-0.9551,-15440,241.15999,241.03,241.29999
192.168.0.4,2023-01-06,2023-01-06 01:50:47.320+0000,56520,60600,-0.9244,-17680,241.48,241.26999,241.59999
192.168.0.4,2023-01-06,2023-01-06 02:00:48.743+0000,66240,68640,-0.9584,-14640,241.26999,241.11,241.43999
192.168.0.4,2023-01-06,2023-01-06 02:05:49.376+0000,54480,60840,-0.928,-16680,240.67,240.56,240.53
192.168.0.4,2023-01-06,2023-01-06 02:15:49.874+0000,57360,59560,-0.9444,-15080,240.67,240.5,240.83
192.168.0.4,2023-01-06,2023-01-06 02:20:50.107+0000,56720,61120,-0.9401,-15440,240.89,240.5,240.83
192.168.0.4,2023-01-06,2023-01-06 02:35:54.611+0000,55320,59240,-0.9306,-16920,240.59,240.28999,240.64999
192.168.0.4,2023-01-06,2023-01-06 02:40:51.984+0000,58120,62040,-0.9307,-17600,240.84999,240.62,241
192.168.0.4,2023-01-06,2023-01-06 02:45:52.329+0000,64120,67240,-0.9366,-17880,240.73,240.62,241
192.168.0.4,2023-01-06,2023-01-06 02:55:53.252+0000,57880,63160,-0.9411,-15920,240.84999,240.62,240.59
192.168.0.4,2023-01-06,2023-01-06 03:00:53.802+0000,58280,61640,-0.9358,-16640,240.75999,240.25999,240.98
192.168.0.4,2023-01-06,2023-01-06 03:05:54.166+0000,57200,61280,-0.9325,-17360,240.5,240.45999,240.45999
192.168.0.4,2023-01-06,2023-01-06 03:10:54.696+0000,62040,67040,-0.9431,-16560,240,240.11,240.37999
192.168.0.4,2023-01-06,2023-01-06 03:15:55.289+0000,63960,67880,-0.9436,-17320,240.12,240.11,240.37999
192.168.0.4,2023-01-06,2023-01-06 03:20:56.291+0000,59000,64120,-0.9387,-17160,240.37999,240.11,240.59
192.168.0.4,2023-01-06,2023-01-06 03:25:56.227+0000,63440,67040,-0.9483,-16840,240.34999,240.11,240.43999
192.168.0.4,2023-01-06,2023-01-06 03:30:56.477+0000,62160,65120,-0.9377,-18120,240.37999,240.04999,240.43999
192.168.0.4,2023-01-06,2023-01-06 03:40:57.803+0000,62640,66000,-0.9466,-15960,240.12,239.81,240.31999
192.168.0.4,2023-01-06,2023-01-06 03:50:58.309+0000,51480,58680,-0.9203,-17200,239.89999,239.75,240.2
192.168.0.4,2023-01-06,2023-01-06 04:00:59.315+0000,71680,75200,-0.9589,-16400,240.06,239.75,240.25999
192.168.0.4,2023-01-06,2023-01-06 04:05:59.821+0000,68280,75000,-0.9531,-17720,239.67,239.34,239.75
192.168.0.4,2023-01-06,2023-01-06 04:11:00.274+0000,65200,70040,-0.9491,-16720,239.42,239.34,239.75
192.168.0.4,2023-01-06,2023-01-06 04:16:00.779+0000,62680,68320,-0.9505,-16080,239.73,239.34,239.75
192.168.0.4,2023-01-06,2023-01-06 04:21:01.308+0000,61160,64680,-0.9505,-15440,239.25,239.34,239.62999
192.168.0.4,2023-01-06,2023-01-06 04:26:02.173+0000,69480,75400,-0.9575,-15840,239.25,238.89999,239.51999
192.168.0.4,2023-01-06,2023-01-06 04:31:02.407+0000,60720,65760,-0.9376,-16320,239.25,238.89999,239.51999
192.168.0.4,2023-01-06,2023-01-06 04:36:02.604+0000,62120,66520,-0.9426,-18440,238.92,238.89999,239.15999
192.168.0.4,2023-01-06,2023-01-06 04:41:02.837+0000,61680,65200,-0.9469,-17320,239.00999,238.68999,239.31
192.168.0.4,2023-01-06,2023-01-06 04:46:03.290+0000,62760,68320,-0.9487,-17280,239.00999,238.68999,238.98
192.168.0.4,2023-01-06,2023-01-06 04:56:04.044+0000,70400,72960,-0.9591,-16440,238.89999,238.67999,239.08
192.168.0.4,2023-01-06,2023-01-06 05:11:08.192+0000,68640,73080,-0.9524,-17040,238.36,238.26999,238.76999
192.168.0.4,2023-01-06,2023-01-06 05:21:06.099+0000,69200,73040,-0.9502,-17760,238.42,238.26999,238.50999
192.168.0.4,2023-01-06,2023-01-06 05:31:07.057+0000,71520,73520,-0.9583,-16520,237.98,237.64,238.06999
192.168.0.4,2023-01-06,2023-01-06 05:36:07.714+0000,65760,70280,-0.9438,-16160,237.76999,237.36,237.70999
192.168.0.4,2023-01-06,2023-01-06 05:41:07.071+0000,65920,70120,-0.948,-17480,237.40999,237.58,237.64
192.168.0.4,2023-01-06,2023-01-06 05:46:07.401+0000,75000,78440,-0.9552,-16520,237.34999,237.17,237.5
192.168.0.4,2023-01-06,2023-01-06 05:56:08.087+0000,69800,71080,-0.952,-15840,236.78999,236.89999,237
192.168.0.4,2023-01-06,2023-01-06 06:01:08.544+0000,74080,76440,-0.9599,-16240,236.61,236.58,236.84
192.168.0.4,2023-01-06,2023-01-06 06:06:08.485+0000,71720,75160,-0.9573,-16000,236.78999,236.22,236.84
192.168.0.4,2023-01-06,2023-01-06 06:11:09.166+0000,83360,87760,-0.9611,-17680,238.06999,238.06999,237.83
192.168.0.4,2023-01-06,2023-01-06 06:16:09.256+0000,86720,88360,-0.9709,-17160,237.54999,237.67999,237.83
192.168.0.4,2023-01-06,2023-01-06 06:21:09.794+0000,84480,88360,-0.9695,-16720,237.59,237.25999,237.75999
192.168.0.4,2023-01-06,2023-01-06 06:31:10.832+0000,80200,82520,-0.97,-15760,237.43999,237.48999,237.64999
192.168.0.4,2023-01-06,2023-01-06 06:36:11.897+0000,91000,93480,-0.9754,-14800,237.53,237.23,237.37999
192.168.0.4,2023-01-06,2023-01-06 06:41:11.666+0000,93040,94840,-0.9802,-13920,237.20999,236.84,237.01999
192.168.0.4,2023-01-06,2023-01-06 06:46:12.330+0000,94960,93120,-0.9783,-13520,236.98999,236.84,236.84
192.168.0.4,2023-01-06,2023-01-06 06:51:12.701+0000,1.0976e+05,1.084e+05,-0.9813,-13200,236.7,236.58,236.31999
192.168.0.4,2023-01-06,2023-01-06 07:01:13.970+0000,1.008e+05,1.0216e+05,-0.9835,-13480,236.34,235.92999,236.04999
192.168.0.4,2023-01-06,2023-01-06 07:06:14.452+0000,88640,90200,-0.9735,-15040,236.22,235.39,235.79999
192.168.0.4,2023-01-06,2023-01-06 07:11:14.669+0000,1.064e+05,1.07e+05,-0.983,-15440,235.62999,235.43999,235.56
192.168.0.4,2023-01-06,2023-01-06 07:16:14.897+0000,96280,98880,-0.9803,-14480,235.62999,235.33,235.33
192.168.0.4,2023-01-06,2023-01-06 07:21:15.423+0000,1.0348e+05,1.0208e+05,-0.9823,-15520,234.56,234.45999,234.5
192.168.0.4,2023-01-06,2023-01-06 07:26:15.508+0000,1.0652e+05,1.0692e+05,-0.9866,-13960,234.56,235.09999,234.5
192.168.0.4,2023-01-06,2023-01-06 07:31:16.310+0000,1.0616e+05,1.0456e+05,-0.9839,-13960,234.79999,235.09999,235.03
192.168.0.4,2023-01-06,2023-01-06 07:36:16.495+0000,1.0836e+05,1.0712e+05,-0.98,-15240,234.97,235.06,234.7
192.168.0.4,2023-01-06,2023-01-06 07:41:16.636+0000,1.0696e+05,1.088e+05,-0.9848,-14880,234.97,234.23,234.7
192.168.0.4,2023-01-06,2023-01-06 07:46:16.985+0000,1.2056e+05,1.224e+05,-0.9844,-14160,235.26999,235.12,235.17
192.168.0.4,2023-01-06,2023-01-06 07:51:17.190+0000,1.1524e+05,1.1288e+05,-0.9844,-11480,235.26999,235.12,235.33
192.168.0.4,2023-01-06,2023-01-06 08:01:18.033+0000,1.058e+05,1.0732e+05,-0.985,-13920,234.43999,234.7,234.81999
192.168.0.4,2023-01-06,2023-01-06 08:06:17.834+0000,95000,97440,-0.9825,-13040,234.75999,234.23999,234.14
192.168.0.4,2023-01-06,2023-01-06 08:16:19.068+0000,99040,1.006e+05,-0.9842,-11440,234.93999,234.56,234.51999
192.168.0.4,2023-01-06,2023-01-06 08:21:19.806+0000,1.03e+05,1.0396e+05,-0.9799,-10800,234.28999,233.84999,233.95999
192.168.0.4,2023-01-06,2023-01-06 08:26:20.659+0000,98520,1.0052e+05,-0.9817,-12880,234.06,233.84999,233.95999
192.168.0.4,2023-01-06,2023-01-06 08:31:19.800+0000,1.0948e+05,1.1132e+05,-0.9825,-12720,233.84999,233.93999,234.11
192.168.0.4,2023-01-06,2023-01-06 08:36:20.205+0000,1.2328e+05,1.2888e+05,-0.9871,-14320,235.83,234.83,235.42
192.168.0.4,2023-01-06,2023-01-06 08:41:21.655+0000,1.2004e+05,1.2168e+05,-0.9856,-13040,236.12999,235.72,236.06999
192.168.0.4,2023-01-06,2023-01-06 08:46:21.503+0000,1.1464e+05,1.1516e+05,-0.9817,-12840,235.98,235.72,236.25
192.168.0.4,2023-01-06,2023-01-06 08:51:21.981+0000,1.2716e+05,1.2828e+05,-0.9847,-12240,236.09999,236.00999,235.73999
192.168.0.4,2023-01-06,2023-01-06 08:56:21.746+0000,1.2896e+05,1.2392e+05,-0.9878,-12000,236.31,235.83,235.98
192.168.0.4,2023-01-06,2023-01-06 09:01:22.575+0000,1.0492e+05,1.0628e+05,-0.9841,-10920,235.98,235.86,235.98
192.168.0.4,2023-01-06,2023-01-06 09:06:23.045+0000,1.1248e+05,1.1544e+05,-0.9872,-9640,236.22,235.86,235.79999
192.168.0.4,2023-01-06,2023-01-06 09:11:22.969+0000,1.1204e+05,1.1328e+05,-0.9862,-9080,236.22,235.86,235.84
192.168.0.4,2023-01-06,2023-01-06 09:16:23.815+0000,96560,1.0324e+05,-0.9792,-10480,236.48999,236.22,236.17
192.168.0.4,2023-01-06,2023-01-06 09:21:23.724+0000,1.0292e+05,1.0476e+05,-0.9777,-10400,236.39999,236.22,236.03999
192.168.0.4,2023-01-06,2023-01-06 09:26:23.817+0000,1.0712e+05,1.0812e+05,-0.9859,-10200,236.22,235.56,235.48
192.168.0.4,2023-01-06,2023-01-06 09:31:24.214+0000,1.1948e+05,1.232e+05,-0.9886,-11280,235.56,235.22,235.20999
192.168.0.4,2023-01-06,2023-01-06 09:36:24.859+0000,1.156e+05,1.1712e+05,-0.9838,-12640,235.56,235.22,235.33
192.168.0.4,2023-01-06,2023-01-06 09:41:25.480+0000,1.0148e+05,1.0624e+05,-0.9819,-12640,236.45999,235.17999,235.62
192.168.0.4,2023-01-06,2023-01-06 09:46:25.766+0000,96440,98200,-0.9741,-13360,236.00999,235.20999,235.42
192.168.0.4,2023-01-06,2023-01-06 10:06:27.657+0000,98720,1.004e+05,-0.9844,-10200,235.95,235.33,235.26999
192.168.0.4,2023-01-06,2023-01-06 10:11:27.940+0000,93920,94760,-0.9811,-10960,235.67999,235.33,235.26999
192.168.0.4,2023-01-06,2023-01-06 10:16:28.321+0000,84640,86240,-0.976,-12760,235.12,234.7,234.81999
192.168.0.4,2023-01-06,2023-01-06 10:21:28.690+0000,89720,90920,-0.9755,-11800,235.12,235.06,234.87999
192.168.0.4,2023-01-06,2023-01-06 10:26:28.940+0000,1.102e+05,1.1188e+05,-0.9854,-12920,235.06,234.87999,234.31999
192.168.0.4,2023-01-06,2023-01-06 10:36:29.826+0000,1.1248e+05,1.1184e+05,-0.9847,-13080,235.53999,235.09999,234.84999
192.168.0.4,2023-01-06,2023-01-06 10:46:30.494+0000,96760,99200,-0.9789,-13400,234.42999,233.61,233.68999
192.168.0.4,2023-01-06,2023-01-06 10:51:31.402+0000,99760,96400,-0.9792,-12440,235.76999,235.06,235.23999
192.168.0.4,2023-01-06,2023-01-06 10:56:30.907+0000,96720,96040,-0.9807,-14640,236.42999,235.23999,235.76999
192.168.0.4,2023-01-06,2023-01-06 11:01:32.430+0000,99200,1.0516e+05,-0.9784,-8920,236.22,235.89999,236.04999
192.168.0.4,2023-01-06,2023-01-06 11:06:31.634+0000,98320,1.0116e+05,-0.9829,-11280,236.31999,235.89999,235.73999
192.168.0.4,2023-01-06,2023-01-06 11:11:32.207+0000,1.1204e+05,1.126e+05,-0.9868,-10480,236.54999,235.89999,236.17
192.168.0.4,2023-01-06,2023-01-06 11:21:33.054+0000,1.1012e+05,1.1524e+05,-0.9855,-11840,237.28999,236.45999,236.64
192.168.0.4,2023-01-06,2023-01-06 11:26:33.035+0000,1.1916e+05,1.2216e+05,-0.9892,-11360,237.28999,236.75999,236.64
192.168.0.4,2023-01-06,2023-01-06 11:31:33.560+0000,1.1576e+05,1.1656e+05,-0.9876,-10760,237.61,237.2,237.11
192.168.0.4,2023-01-06,2023-01-06 11:41:33.791+0000,1.0516e+05,1.0948e+05,-0.9811,-15200,238.53999,237.70999,237.84999
192.168.0.4,2023-01-06,2023-01-06 11:46:34.473+0000,1.0928e+05,1.1004e+05,-0.9801,-13200,238.45,238.33,238.09
192.168.0.4,2023-01-06,2023-01-06 12:06:35.886+0000,1.1944e+05,1.1944e+05,-0.9837,-12480,238.45,237.79999,238.06
192.168.0.4,2023-01-06,2023-01-06 12:11:36.755+0000,1.2492e+05,1.266e+05,-0.9856,-13440,238.25999,237.40999,237.43999
192.168.0.4,2023-01-06,2023-01-06 12:16:36.771+0000,1.1408e+05,1.1604e+05,-0.9873,-12160,238.25999,237.84999,237.86
192.168.0.4,2023-01-06,2023-01-06 12:21:37.989+0000,1.1152e+05,1.1328e+05,-0.9837,-13280,239.09999,238.31999,238.39
192.168.0.4,2023-01-06,2023-01-06 12:31:37.915+0000,1.11e+05,1.15e+05,-0.9731,-12520,237.87999,237.37999,237.79999
192.168.0.4,2023-01-06,2023-01-06 12:36:38.769+0000,1.3396e+05,1.3644e+05,-0.9876,-12000,237.47,237.37999,237.53
192.168.0.4,2023-01-06,2023-01-06 12:41:38.461+0000,1.2192e+05,1.2352e+05,-0.9828,-11920,237.90999,237.28999,237.81999
192.168.0.4,2023-01-06,2023-01-06 12:46:38.466+0000,1.138e+05,1.1672e+05,-0.9807,-14520,237.90999,237.83,237.81999
192.168.0.4,2023-01-06,2023-01-06 13:01:40.486+0000,1.1256e+05,1.1392e+05,-0.9829,-15680,238.53,238.45,238.39
192.168.0.4,2023-01-06,2023-01-06 13:06:40.059+0000,1.0812e+05,1.1248e+05,-0.9808,-14760,238.56999,238.17,238.39
192.168.0.4,2023-01-06,2023-01-06 13:11:40.796+0000,1.06e+05,1.1112e+05,-0.9823,-15160,238.86,238.56999,238.48
192.168.0.4,2023-01-06,2023-01-06 13:16:40.801+0000,1.012e+05,1.0524e+05,-0.9791,-14640,239.39999,238.76999,238.84
192.168.0.4,2023-01-06,2023-01-06 13:21:41.807+0000,93360,95480,-0.9784,-14240,239.98999,238.79999,239.36
192.168.0.4,2023-01-06,2023-01-06 13:26:42.572+0000,1.184e+05,1.1784e+05,-0.9826,-15000,239.18999,238.64999,238.68999
192.168.0.4,2023-01-06,2023-01-06 13:31:42.661+0000,1.0144e+05,1.0396e+05,-0.9795,-14680,239.87999,238.92999,239.23999
192.168.0.4,2023-01-06,2023-01-06 13:36:43.150+0000,96280,1.002e+05,-0.9773,-15240,240.34999,239.51999,239.23999
192.168.0.4,2023-01-06,2023-01-06 13:41:42.728+0000,1.0596e+05,1.102e+05,-0.9797,-13280,240.78999,240.17,239.78
192.168.0.4,2023-01-06,2023-01-06 13:46:43.098+0000,92440,95760,-0.9708,-14400,240.70999,239.59999,239.78
192.168.0.4,2023-01-06,2023-01-06 13:51:44.022+0000,99560,1.0224e+05,-0.9694,-14560,237.54999,237.08,237.25999
192.168.0.4,2023-01-06,2023-01-06 14:01:44.456+0000,1.0816e+05,1.1048e+05,-0.9785,-16280,237.59,237.08,237.28999
192.168.0.4,2023-01-06,2023-01-06 14:11:44.739+0000,1.0356e+05,1.0572e+05,-0.9796,-14000,237.14,236.42999,236.48999
192.168.0.4,2023-01-06,2023-01-06 14:16:45.451+0000,99800,1.0472e+05,-0.9801,-15040,237.53,236.78999,237.23
192.168.0.4,2023-01-06,2023-01-06 14:21:46.486+0000,1.0424e+05,1.0376e+05,-0.9784,-13360,237.98,237.01999,237.53
192.168.0.4,2023-01-06,2023-01-06 14:26:46.426+0000,99280,98800,-0.9833,-14680,237.95,236.93999,237.61
192.168.0.4,2023-01-06,2023-01-06 14:36:46.872+0000,94160,93520,-0.9724,-14000,239.09999,237.37,238.17999
192.168.0.4,2023-01-06,2023-01-06 14:41:47.434+0000,1.0044e+05,99160,-0.9739,-13520,237.90999,236.84,236.81999
192.168.0.4,2023-01-06,2023-01-06 14:46:47.911+0000,94080,98760,-0.9779,-14240,237.54999,237.17,237.43999
192.168.0.4,2023-01-06,2023-01-06 14:51:48.348+0000,1.0004e+05,1.02e+05,-0.9803,-15200,237.67999,236.42999,237.2
192.168.0.4,2023-01-06,2023-01-06 15:06:49.683+0000,1.0824e+05,1.1224e+05,-0.9765,-17280,237.98,237.81999,237.61
192.168.0.4,2023-01-06,2023-01-06 15:16:53.382+0000,1.042e+05,1.0628e+05,-0.9816,-15160,237.08,236.18999,236.45999
192.168.0.4,2023-01-06,2023-01-06 15:21:50.412+0000,1.074e+05,1.0904e+05,-0.9765,-17600,237.08,236.51999,236.54999
